"year","country","gloria_sector","gloria_sector_name","allocatedFree","allocatedTotal","allocated10c","verified","surrendered"
2007,"United Kingdom","55","Alcoholic and other  beverages",286488,286488,0,292099,292099
2007,"United Kingdom","56","Tobacco products",44961,44961,0,32691,32691
2007,"United Kingdom","57","Textiles and clothing",192978,192978,0,234802,240100
2007,"United Kingdom","59","Sawmill products",637445,637445,0,494058,494058
2007,"United Kingdom","60","Pulp and paper",3726787,3726787,0,3505508,3445206
2007,"United Kingdom","62","Coke oven products",209160,209160,0,132970,132970
2007,"United Kingdom","63","Refined petroleum products",29034736,29034736,0,28765300,28765300
2007,"United Kingdom","64","Nitrogenous fertilizers",930243,930243,0,1115859,1115859
2007,"United Kingdom","65_70","Aggregate (see variable gloria_sector)",662226,662226,0,488282,488282
2007,"United Kingdom","66","Basic petrochemical products",285329,285329,0,161913,161913
2007,"United Kingdom","66_67_68_70","Aggregate (see variable gloria_sector)",3553126,3553126,0,3342070,3342070
2007,"United Kingdom","69","Pharmaceuticals and medicinal products",85702,85702,0,52876,52876
2007,"United Kingdom","70","Dyes, paints, glues, detergents and other chemical products",1769638,1769638,0,1220132,1150662
2007,"United Kingdom","71","Rubber products",162962,162962,0,125837,125837
2007,"United Kingdom","73","Clay building materials",5685663,5685663,0,5003903,4957185
2007,"United Kingdom","73_74_75_76","Aggregate (see variable gloria_sector)",32726,32726,0,35677,32795
2007,"United Kingdom","74","Glass and other ceramics n.e.c.",2725081,2725081,0,2213699,2201233
2007,"United Kingdom","74_76","Aggregate (see variable gloria_sector)",32726,32726,0,35677,32795
2007,"United Kingdom","75","Cement, lime and plaster products",30081438,30081438,0,29894012,29894012
2007,"United Kingdom","76","Other non-metallic mineral products n.e.c.",114928,114928,0,101656,91524
2007,"United Kingdom","77","Basic iron and steel",11171789,11171789,0,8032781,8032781
2007,"United Kingdom","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",11171789,11171789,0,8032781,8032781
2007,"United Kingdom","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",98976,98976,0,104915,112670
2007,"United Kingdom","85","Fabricated metal products",0,0,0,0,0
2007,"United Kingdom","87","Motor vehicles, trailers and semi-trailers",1037412,1037412,0,654342,707496
2007,"United Kingdom","90","Computers; electronic products; optical and precision instruments",0,0,0,33869,65843
2007,"United Kingdom","91","Electrical equipment",0,0,0,0,0
2007,"United Kingdom","93","Electric power generation, transmission and distribution",79471849,79471849,0,114965607,118940118
2007,"United Kingdom","93_94","Aggregate (see variable gloria_sector)",23374,23374,0,7620,7620
2007,"United Kingdom","94","Distribution of gaseous fuels through mains",1144158,1144158,0,905857,905857
2007,"United Kingdom","95","Water collection, treatment and supply; sewerage",0,0,0,0,0
2007,"United Kingdom","96","Waste collection, treatment, and disposal",0,0,0,0,0
2007,"United Kingdom","97","Materials recovery",46750,46750,0,7739,7739
2007,"United Kingdom","99","Civil engineering construction",6339,6339,0,5388,8643
2007,"United Kingdom","103","Transport via pipeline",656744,656744,0,220262,220262
2007,"United Kingdom","104","Water transport",0,0,0,0,0
2007,"United Kingdom","105","Air transport",0,0,0,0,0
2007,"United Kingdom","106","Services to transport",136706,136706,0,32960,32960
2007,"United Kingdom","111","Information services",0,0,0,0,0
2007,"United Kingdom","118","Human health and social work activities",50894,50894,0,56562,50464
2008,"Austria","1_2_3_4","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Austria","6_7","Aggregate (see variable gloria_sector)",14488,14488,0,5610,5610
2008,"Austria","11","Growing grapes",6807,6807,0,4994,4994
2008,"Austria","20","Raising of animals n.e.c.; services to agriculture",0,0,0,0,0
2008,"Austria","26","Petroleum extraction",849840,849840,0,748432,748432
2008,"Austria","41_42_43_44_45","Aggregate (see variable gloria_sector)",79144,79144,0,71378,71378
2008,"Austria","47","Cereal products",1772027,1772027,0,1366634,1366634
2008,"Austria","48_49","Aggregate (see variable gloria_sector)",236984,236984,0,201356,178237
2008,"Austria","50","Food products and feeds n.e.c.",423029,423029,0,375913,375914
2008,"Austria","50_51","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Austria","51","Sugar refining; cocoa, chocolate and confectionery",2258077,2258077,0,1826983,1826984
2008,"Austria","52_53","Aggregate (see variable gloria_sector)",183692,183692,0,248450,248450
2008,"Austria","54","Dairy products",610269,610269,0,486779,486779
2008,"Austria","55","Alcoholic and other  beverages",96041,96041,0,64198,64198
2008,"Austria","56","Tobacco products",154185,154185,0,63195,63195
2008,"Austria","57","Textiles and clothing",236969,236969,0,86768,101942
2008,"Austria","59","Sawmill products",136259,136259,0,63823,63823
2008,"Austria","60","Pulp and paper",4205125,4205125,0,2685413,2685420
2008,"Austria","63","Refined petroleum products",33082014,33082014,0,35756606,35756606
2008,"Austria","64","Nitrogenous fertilizers",269722,269722,0,219750,219750
2008,"Austria","65_70","Aggregate (see variable gloria_sector)",10105,10105,0,7930,7930
2008,"Austria","66","Basic petrochemical products",494946,494946,0,428379,428380
2008,"Austria","66_67_68_70","Aggregate (see variable gloria_sector)",11554519,11554519,0,10420156,9517978
2008,"Austria","69","Pharmaceuticals and medicinal products",580908,580908,0,396644,396644
2008,"Austria","70","Dyes, paints, glues, detergents and other chemical products",377597,377597,0,290479,290480
2008,"Austria","71","Rubber products",361479,361479,0,264060,264059
2008,"Austria","72","Plastic products",68165,68165,0,71652,71652
2008,"Austria","73","Clay building materials",2377884,2377884,0,2078716,2078718
2008,"Austria","73_74_75_76","Aggregate (see variable gloria_sector)",19343,19343,0,13088,13088
2008,"Austria","74","Glass and other ceramics n.e.c.",3769491,3769491,0,3288702,3288791
2008,"Austria","74_76","Aggregate (see variable gloria_sector)",19343,19343,0,13088,13088
2008,"Austria","75","Cement, lime and plaster products",17290563,17290563,0,15666974,15666975
2008,"Austria","76","Other non-metallic mineral products n.e.c.",96716,96716,0,82905,82905
2008,"Austria","77","Basic iron and steel",25887075,25887075,0,24426774,24443941
2008,"Austria","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",24910512,24910512,0,23342765,23359932
2008,"Austria","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",321033,321033,0,185812,185812
2008,"Austria","85","Fabricated metal products",37216,37216,0,11154,23732
2008,"Austria","86","Machinery and equipment",20550,20550,0,17241,17242
2008,"Austria","87","Motor vehicles, trailers and semi-trailers",809968,809968,0,295416,295418
2008,"Austria","88","Other transport equipment",1343814,1343814,0,883374,883374
2008,"Austria","89","Repair and installation of machinery and equipment (service)",13586,13586,0,13506,13506
2008,"Austria","90","Computers; electronic products; optical and precision instruments",32028,32028,0,18806,18808
2008,"Austria","91","Electrical equipment",11584,11584,0,11146,11146
2008,"Austria","92","Furniture and other manufacturing n.e.c",13601,13601,0,9881,9881
2008,"Austria","93","Electric power generation, transmission and distribution",25818559,25818559,0,29332568,29323101
2008,"Austria","93_94","Aggregate (see variable gloria_sector)",426122,426122,0,339138,323872
2008,"Austria","94","Distribution of gaseous fuels through mains",19573380,19573380,0,17956757,17956759
2008,"Austria","95","Water collection, treatment and supply; sewerage",24792,24792,0,29313,29313
2008,"Austria","96","Waste collection, treatment, and disposal",32496,32496,0,0,0
2008,"Austria","97","Materials recovery",164799,164799,0,46361,46361
2008,"Austria","98","Building construction",3569,3569,0,15162,15162
2008,"Austria","99","Civil engineering construction",0,0,0,0,0
2008,"Austria","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",14793,14793,0,15843,15844
2008,"Austria","102","Rail transport",19800,19800,0,22550,22552
2008,"Austria","103","Transport via pipeline",1212644,1212644,0,864720,864722
2008,"Austria","104","Water transport",0,0,0,0,0
2008,"Austria","105","Air transport",350142,350142,0,278972,278972
2008,"Austria","106","Services to transport",341856,341856,0,232576,232576
2008,"Austria","111","Information services",0,0,0,0,0
2008,"Austria","112","Finance and insurance",0,0,0,0,0
2008,"Austria","114","Professional, scientific and technical services",86744,86744,0,64350,64350
2008,"Austria","115","Administrative services",359611,359611,0,360386,360386
2008,"Austria","117","Education",13099,13099,0,10449,10449
2008,"Austria","118","Human health and social work activities",392502,392502,0,371034,371034
2008,"Belgium","6_7","Aggregate (see variable gloria_sector)",12302,12302,0,9188,9188
2008,"Belgium","26","Petroleum extraction",233576,233576,0,171662,171662
2008,"Belgium","40","Mining and quarrying n.e.c.; services to mining",0,0,0,0,0
2008,"Belgium","47","Cereal products",0,0,0,0,0
2008,"Belgium","48_49","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Belgium","51","Sugar refining; cocoa, chocolate and confectionery",246065,246065,0,82510,82510
2008,"Belgium","54","Dairy products",0,0,0,0,0
2008,"Belgium","55","Alcoholic and other  beverages",0,0,0,0,0
2008,"Belgium","57","Textiles and clothing",0,0,0,0,0
2008,"Belgium","60","Pulp and paper",187380,187380,0,171642,172191
2008,"Belgium","63","Refined petroleum products",8193342,8193342,0,8309206,8309206
2008,"Belgium","64","Nitrogenous fertilizers",0,0,0,0,0
2008,"Belgium","66_67_68_70","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Belgium","73","Clay building materials",790613,790613,0,507707,507707
2008,"Belgium","74","Glass and other ceramics n.e.c.",112836,112836,0,87187,87187
2008,"Belgium","75","Cement, lime and plaster products",11579921,11579921,0,10461640,10461640
2008,"Belgium","76","Other non-metallic mineral products n.e.c.",0,0,0,0,0
2008,"Belgium","77","Basic iron and steel",1402682,1402682,0,1168636,1168636
2008,"Belgium","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",1402682,1402682,0,1168636,1168636
2008,"Belgium","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",96319,96319,0,87295,87295
2008,"Belgium","93","Electric power generation, transmission and distribution",44950848,44950848,0,52988108,52988108
2008,"Belgium","93_94","Aggregate (see variable gloria_sector)",66177,66177,0,45828,45828
2008,"Belgium","94","Distribution of gaseous fuels through mains",0,0,0,0,0
2008,"Belgium","95","Water collection, treatment and supply; sewerage",0,0,0,0,0
2008,"Belgium","103","Transport via pipeline",0,0,0,0,0
2008,"Belgium","104","Water transport",0,0,0,0,0
2008,"Belgium","105","Air transport",0,0,0,0,0
2008,"Belgium","111","Information services",0,0,0,0,0
2008,"Belgium","117","Education",0,0,0,0,0
2008,"Bulgaria","6_7","Aggregate (see variable gloria_sector)",11871,11871,0,11871,0
2008,"Bulgaria","12","Growing fruits and nuts",0,0,0,0,0
2008,"Bulgaria","27","Gas extraction",0,0,0,0,0
2008,"Bulgaria","47","Cereal products",38465,38465,0,38465,0
2008,"Bulgaria","51","Sugar refining; cocoa, chocolate and confectionery",91532,91532,0,91532,0
2008,"Bulgaria","52_53","Aggregate (see variable gloria_sector)",174,174,0,174,0
2008,"Bulgaria","55","Alcoholic and other  beverages",8788,8788,0,8788,0
2008,"Bulgaria","56","Tobacco products",0,0,0,0,0
2008,"Bulgaria","57","Textiles and clothing",29420,29420,0,29420,0
2008,"Bulgaria","59","Sawmill products",30037,30037,0,30037,0
2008,"Bulgaria","60","Pulp and paper",151758,151758,0,151758,0
2008,"Bulgaria","63","Refined petroleum products",5007564,5007564,0,5007564,0
2008,"Bulgaria","64","Nitrogenous fertilizers",466978,466978,0,466978,0
2008,"Bulgaria","66_67_68_70","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Bulgaria","69","Pharmaceuticals and medicinal products",69280,69280,0,69280,0
2008,"Bulgaria","70","Dyes, paints, glues, detergents and other chemical products",56,56,0,56,0
2008,"Bulgaria","72","Plastic products",847,847,0,847,0
2008,"Bulgaria","73","Clay building materials",253263,253263,0,253254,0
2008,"Bulgaria","73_74_75_76","Aggregate (see variable gloria_sector)",4314,4314,0,4314,0
2008,"Bulgaria","74","Glass and other ceramics n.e.c.",431286,431286,0,431286,0
2008,"Bulgaria","74_76","Aggregate (see variable gloria_sector)",4314,4314,0,4314,0
2008,"Bulgaria","75","Cement, lime and plaster products",3726874,3726874,0,3726874,0
2008,"Bulgaria","77","Basic iron and steel",223677,223677,0,223677,0
2008,"Bulgaria","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",217908,217908,0,217908,0
2008,"Bulgaria","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",60058,60058,0,60119,0
2008,"Bulgaria","85","Fabricated metal products",65798,65798,0,65798,0
2008,"Bulgaria","86","Machinery and equipment",726,726,0,726,0
2008,"Bulgaria","93","Electric power generation, transmission and distribution",21813749,21813749,0,21813749,0
2008,"Bulgaria","94","Distribution of gaseous fuels through mains",16358544,16358544,0,16358544,0
2008,"Bulgaria","104","Water transport",0,0,0,0,0
2008,"Bulgaria","105","Air transport",0,0,0,0,0
2008,"CSSR/Czech Republic (1990/1991)","6_7","Aggregate (see variable gloria_sector)",98093,98093,0,63940,63940
2008,"CSSR/Czech Republic (1990/1991)","11","Growing grapes",31029,31029,0,51012,51012
2008,"CSSR/Czech Republic (1990/1991)","27","Gas extraction",100596,100596,0,82402,82402
2008,"CSSR/Czech Republic (1990/1991)","28","Iron ores",2818018,2818018,0,3312032,3312032
2008,"CSSR/Czech Republic (1990/1991)","29","Uranium ores",10657,10657,0,10657,10657
2008,"CSSR/Czech Republic (1990/1991)","37","Quarrying of stone, sand and clay",1248,1248,0,154,154
2008,"CSSR/Czech Republic (1990/1991)","41_42_43_44_45","Aggregate (see variable gloria_sector)",185569,185569,0,177656,177656
2008,"CSSR/Czech Republic (1990/1991)","47","Cereal products",118187,118187,0,123570,123570
2008,"CSSR/Czech Republic (1990/1991)","48_49","Aggregate (see variable gloria_sector)",160725,160725,0,160034,160034
2008,"CSSR/Czech Republic (1990/1991)","50","Food products and feeds n.e.c.",46195,46195,0,42066,42066
2008,"CSSR/Czech Republic (1990/1991)","51","Sugar refining; cocoa, chocolate and confectionery",487405,487405,0,359173,359173
2008,"CSSR/Czech Republic (1990/1991)","52_53","Aggregate (see variable gloria_sector)",183882,183882,0,150040,150040
2008,"CSSR/Czech Republic (1990/1991)","54","Dairy products",323407,323407,0,317769,317769
2008,"CSSR/Czech Republic (1990/1991)","55","Alcoholic and other  beverages",168156,168156,0,161777,161777
2008,"CSSR/Czech Republic (1990/1991)","56","Tobacco products",24939,24939,0,25476,25476
2008,"CSSR/Czech Republic (1990/1991)","57","Textiles and clothing",82365,82365,0,69525,69525
2008,"CSSR/Czech Republic (1990/1991)","59","Sawmill products",838787,838787,0,512620,512620
2008,"CSSR/Czech Republic (1990/1991)","60","Pulp and paper",1243227,1243227,0,1067715,1067715
2008,"CSSR/Czech Republic (1990/1991)","62","Coke oven products",6343448,6343448,0,5849386,5849386
2008,"CSSR/Czech Republic (1990/1991)","63","Refined petroleum products",6193158,6193158,0,6032238,6032238
2008,"CSSR/Czech Republic (1990/1991)","64","Nitrogenous fertilizers",0,0,0,0,0
2008,"CSSR/Czech Republic (1990/1991)","66","Basic petrochemical products",0,0,0,0,0
2008,"CSSR/Czech Republic (1990/1991)","66_67_68_70","Aggregate (see variable gloria_sector)",1140875,1140875,0,931123,931123
2008,"CSSR/Czech Republic (1990/1991)","69","Pharmaceuticals and medicinal products",13360,13360,0,12018,12018
2008,"CSSR/Czech Republic (1990/1991)","70","Dyes, paints, glues, detergents and other chemical products",20646,20646,0,19420,19420
2008,"CSSR/Czech Republic (1990/1991)","71","Rubber products",383800,383800,0,342139,342139
2008,"CSSR/Czech Republic (1990/1991)","72","Plastic products",15936,15936,0,15766,15766
2008,"CSSR/Czech Republic (1990/1991)","73","Clay building materials",650385,650385,0,605464,605464
2008,"CSSR/Czech Republic (1990/1991)","73_74_75_76","Aggregate (see variable gloria_sector)",59201,59201,0,61064,61064
2008,"CSSR/Czech Republic (1990/1991)","74","Glass and other ceramics n.e.c.",1409508,1409508,0,1351824,1351829
2008,"CSSR/Czech Republic (1990/1991)","74_76","Aggregate (see variable gloria_sector)",59201,59201,0,61064,61064
2008,"CSSR/Czech Republic (1990/1991)","75","Cement, lime and plaster products",13036473,13036473,0,12468022,12467995
2008,"CSSR/Czech Republic (1990/1991)","76","Other non-metallic mineral products n.e.c.",349972,349972,0,250970,250970
2008,"CSSR/Czech Republic (1990/1991)","77","Basic iron and steel",7104091,7104091,0,6448167,6448167
2008,"CSSR/Czech Republic (1990/1991)","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",7070755,7070755,0,6420400,6420400
2008,"CSSR/Czech Republic (1990/1991)","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",24762,24762,0,19071,19071
2008,"CSSR/Czech Republic (1990/1991)","85","Fabricated metal products",61608,61608,0,55704,55704
2008,"CSSR/Czech Republic (1990/1991)","86","Machinery and equipment",36099,36099,0,32171,32171
2008,"CSSR/Czech Republic (1990/1991)","87","Motor vehicles, trailers and semi-trailers",79082,79082,0,49506,49506
2008,"CSSR/Czech Republic (1990/1991)","88","Other transport equipment",101436,101436,0,90846,90846
2008,"CSSR/Czech Republic (1990/1991)","89","Repair and installation of machinery and equipment (service)",0,0,0,0,0
2008,"CSSR/Czech Republic (1990/1991)","91","Electrical equipment",97085,97085,0,95622,95622
2008,"CSSR/Czech Republic (1990/1991)","93","Electric power generation, transmission and distribution",131483129,131483129,0,138969854,138969854
2008,"CSSR/Czech Republic (1990/1991)","93_94","Aggregate (see variable gloria_sector)",4121535,4121535,0,3755549,3837402
2008,"CSSR/Czech Republic (1990/1991)","94","Distribution of gaseous fuels through mains",56465390,56465390,0,53939292,53923578
2008,"CSSR/Czech Republic (1990/1991)","103","Transport via pipeline",1703954,1703954,0,1340862,1340862
2008,"CSSR/Czech Republic (1990/1991)","104","Water transport",0,0,0,0,0
2008,"CSSR/Czech Republic (1990/1991)","105","Air transport",0,0,0,0,0
2008,"CSSR/Czech Republic (1990/1991)","106","Services to transport",53284,53284,0,18802,18802
2008,"CSSR/Czech Republic (1990/1991)","109","Publishing",9944,9944,0,10231,10231
2008,"CSSR/Czech Republic (1990/1991)","113","Property and real estate",130205,130205,0,99120,99120
2008,"Croatia","20","Raising of animals n.e.c.; services to agriculture",0,0,0,0,0
2008,"Croatia","26","Petroleum extraction",30022,30022,0,23654,23654
2008,"Croatia","27","Gas extraction",320972,320972,0,302554,626428
2008,"Croatia","28","Iron ores",587078,587078,0,611138,611138
2008,"Croatia","40","Mining and quarrying n.e.c.; services to mining",0,0,0,0,46118
2008,"Croatia","41_42_43_44_45","Aggregate (see variable gloria_sector)",20055,20055,0,16563,16563
2008,"Croatia","47","Cereal products",198760,198760,0,216574,216574
2008,"Croatia","48_49","Aggregate (see variable gloria_sector)",13310,13310,0,15624,17318
2008,"Croatia","50","Food products and feeds n.e.c.",18044,18044,0,14449,14449
2008,"Croatia","51","Sugar refining; cocoa, chocolate and confectionery",29266,29266,0,15148,15148
2008,"Croatia","52_53","Aggregate (see variable gloria_sector)",1085,1085,0,1492,1492
2008,"Croatia","55","Alcoholic and other  beverages",34615,34615,0,32095,32095
2008,"Croatia","59","Sawmill products",46781,46781,0,31321,31321
2008,"Croatia","60","Pulp and paper",127893,127893,0,109334,109334
2008,"Croatia","62","Coke oven products",441038,441038,0,445622,445622
2008,"Croatia","63","Refined petroleum products",2691542,2691542,0,2970164,3036912
2008,"Croatia","64","Nitrogenous fertilizers",12854,12854,0,26156,26156
2008,"Croatia","66","Basic petrochemical products",62765,62765,0,69756,69766
2008,"Croatia","66_67_68_70","Aggregate (see variable gloria_sector)",1443081,1443081,0,1321592,1321592
2008,"Croatia","69","Pharmaceuticals and medicinal products",230760,230760,0,186976,253346
2008,"Croatia","71","Rubber products",12611,12611,0,12590,12590
2008,"Croatia","73","Clay building materials",660899,660899,0,491147,588750
2008,"Croatia","73_74_75_76","Aggregate (see variable gloria_sector)",38889,38889,0,22983,22983
2008,"Croatia","74","Glass and other ceramics n.e.c.",329721,329721,0,275224,400236
2008,"Croatia","74_76","Aggregate (see variable gloria_sector)",18215,18215,0,14372,14372
2008,"Croatia","75","Cement, lime and plaster products",2554917,2554917,0,2513559,2606246
2008,"Croatia","76","Other non-metallic mineral products n.e.c.",34015,34015,0,24981,24981
2008,"Croatia","77","Basic iron and steel",1220951,1220951,0,1245882,1245882
2008,"Croatia","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",1133606,1133606,0,1147736,1147736
2008,"Croatia","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",187603,187603,0,175030,196257
2008,"Croatia","85","Fabricated metal products",0,0,0,0,0
2008,"Croatia","87","Motor vehicles, trailers and semi-trailers",66511,66511,0,58219,58219
2008,"Croatia","88","Other transport equipment",61574,61574,0,54760,54760
2008,"Croatia","89","Repair and installation of machinery and equipment (service)",4125,4125,0,2965,2965
2008,"Croatia","90","Computers; electronic products; optical and precision instruments",9215,9215,0,2265,2265
2008,"Croatia","91","Electrical equipment",11740,11740,0,9044,9044
2008,"Croatia","93","Electric power generation, transmission and distribution",11839240,11839240,0,13827314,19640531
2008,"Croatia","93_94","Aggregate (see variable gloria_sector)",69285,69285,0,48064,57134
2008,"Croatia","94","Distribution of gaseous fuels through mains",7032306,7032306,0,8199498,9235048
2008,"Croatia","103","Transport via pipeline",379370,379370,0,367534,506724
2008,"Croatia","105","Air transport",0,0,0,0,0
2008,"Croatia","106","Services to transport",19799,19799,0,15844,15844
2008,"Croatia","111","Information services",0,0,0,0,52
2008,"Croatia","113","Property and real estate",129468,129468,0,38766,39068
2008,"Croatia","118","Human health and social work activities",33084,33084,0,26294,26294
2008,"Cyprus","6_7","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Cyprus","37","Quarrying of stone, sand and clay",54309,54309,0,43002,43002
2008,"Cyprus","46","Fish products",29434,29434,0,26814,26814
2008,"Cyprus","47","Cereal products",13997,13997,0,14545,14545
2008,"Cyprus","48_49","Aggregate (see variable gloria_sector)",98828,98828,0,84847,84847
2008,"Cyprus","50","Food products and feeds n.e.c.",18861,18861,0,13815,13815
2008,"Cyprus","51","Sugar refining; cocoa, chocolate and confectionery",122662,122662,0,69514,69515
2008,"Cyprus","52_53","Aggregate (see variable gloria_sector)",39093,39093,0,27512,27512
2008,"Cyprus","54","Dairy products",36759,36759,0,26467,26467
2008,"Cyprus","55","Alcoholic and other  beverages",0,0,0,0,0
2008,"Cyprus","56","Tobacco products",17499,17499,0,20658,20658
2008,"Cyprus","57","Textiles and clothing",135781,135781,0,98516,98672
2008,"Cyprus","59","Sawmill products",58421,58421,0,26227,26227
2008,"Cyprus","60","Pulp and paper",371584,371584,0,341777,345148
2008,"Cyprus","63","Refined petroleum products",6471150,6471150,0,5899892,5899892
2008,"Cyprus","64","Nitrogenous fertilizers",161966,161966,0,124800,124800
2008,"Cyprus","66","Basic petrochemical products",48149,48149,0,45451,45451
2008,"Cyprus","66_67_68_70","Aggregate (see variable gloria_sector)",740740,740740,0,516557,516557
2008,"Cyprus","69","Pharmaceuticals and medicinal products",0,0,0,0,0
2008,"Cyprus","70","Dyes, paints, glues, detergents and other chemical products",39488,39488,0,19675,19675
2008,"Cyprus","71","Rubber products",0,0,0,0,0
2008,"Cyprus","73","Clay building materials",420956,420956,0,230503,228374
2008,"Cyprus","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Cyprus","74","Glass and other ceramics n.e.c.",808655,808655,0,682140,675156
2008,"Cyprus","74_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Cyprus","75","Cement, lime and plaster products",7190874,7190874,0,6782263,6782263
2008,"Cyprus","76","Other non-metallic mineral products n.e.c.",0,0,0,0,0
2008,"Cyprus","77","Basic iron and steel",365285,365285,0,220318,220318
2008,"Cyprus","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",365285,365285,0,220318,220318
2008,"Cyprus","87","Motor vehicles, trailers and semi-trailers",0,0,0,0,0
2008,"Cyprus","93","Electric power generation, transmission and distribution",14759691,14759691,0,16544826,16544826
2008,"Cyprus","93_94","Aggregate (see variable gloria_sector)",109524,109524,0,59230,59230
2008,"Cyprus","94","Distribution of gaseous fuels through mains",3236112,3236112,0,2021084,2021084
2008,"Cyprus","104","Water transport",0,0,0,0,0
2008,"Cyprus","105","Air transport",0,0,0,0,0
2008,"Denmark","6_7","Aggregate (see variable gloria_sector)",31206,31206,0,16015,16015
2008,"Denmark","27","Gas extraction",0,0,0,0,0
2008,"Denmark","41_42_43_44_45","Aggregate (see variable gloria_sector)",4664,4664,0,1272,1272
2008,"Denmark","47","Cereal products",0,0,0,0,0
2008,"Denmark","51","Sugar refining; cocoa, chocolate and confectionery",72754,72754,0,26550,26786
2008,"Denmark","55","Alcoholic and other  beverages",6950,6950,0,4290,4290
2008,"Denmark","57","Textiles and clothing",10792,10792,0,6374,6374
2008,"Denmark","59","Sawmill products",91826,91826,0,38617,66791
2008,"Denmark","60","Pulp and paper",85669,85669,0,75294,143441
2008,"Denmark","63","Refined petroleum products",3981088,3981088,0,4181484,4181484
2008,"Denmark","64","Nitrogenous fertilizers",312498,312498,0,27912,27912
2008,"Denmark","66","Basic petrochemical products",59231,59231,0,32219,32219
2008,"Denmark","73","Clay building materials",43063,43063,0,25853,29639
2008,"Denmark","73_74_75_76","Aggregate (see variable gloria_sector)",3437,3437,0,0,0
2008,"Denmark","74","Glass and other ceramics n.e.c.",45456,45456,0,38365,56793
2008,"Denmark","74_76","Aggregate (see variable gloria_sector)",3437,3437,0,0,0
2008,"Denmark","75","Cement, lime and plaster products",1073068,1073068,0,951441,951441
2008,"Denmark","76","Other non-metallic mineral products n.e.c.",70149,70149,0,54213,54213
2008,"Denmark","93","Electric power generation, transmission and distribution",4436,4436,0,4164,4164
2008,"Denmark","93_94","Aggregate (see variable gloria_sector)",0,0,0,0,0
2008,"Denmark","94","Distribution of gaseous fuels through mains",7039906,7039906,0,5290366,5447864
2008,"Denmark","104","Water transport",0,0,0,0,0
2008,"Denmark","105","Air transport",0,0,0,0,0
2008,"Denmark","106","Services to transport",39384,39384,0,58482,58482
2008,"Denmark","111","Information services",0,0,0,0,0
2008,"Estonia","6_7","Aggregate (see variable gloria_sector)",138851,138851,0,83464,83464
2008,"Estonia","11","Growing grapes",37757,37757,0,30246,30246
2008,"Estonia","24","Hard coal",0,0,0,0,0
2008,"Estonia","26","Petroleum extraction",36448978,36448978,0,36122996,36895576
2008,"Estonia","27","Gas extraction",0,0,0,0,0
2008,"Estonia","37","Quarrying of stone, sand and clay",560685,560685,0,437571,437569
2008,"Estonia","38","Chemical and fertilizer minerals",92619,92619,0,32149,32149
2008,"Estonia","39","Extraction of salt",72825,72825,0,58123,58123
2008,"Estonia","40","Mining and quarrying n.e.c.; services to mining",0,0,0,0,0
2008,"Estonia","41_42_43_44_45","Aggregate (see variable gloria_sector)",10981,10981,0,13064,13064
2008,"Estonia","47","Cereal products",476893,476893,0,414197,414495
2008,"Estonia","48_49","Aggregate (see variable gloria_sector)",127895,127895,0,95855,95855
2008,"Estonia","50","Food products and feeds n.e.c.",406175,406175,0,381664,381664
2008,"Estonia","51","Sugar refining; cocoa, chocolate and confectionery",1127252,1127252,0,949657,949932
2008,"Estonia","52_53","Aggregate (see variable gloria_sector)",169460,169460,0,156968,180271
2008,"Estonia","54","Dairy products",246910,246910,0,189213,189213
2008,"Estonia","55","Alcoholic and other  beverages",718684,718684,0,526015,525958
2008,"Estonia","56","Tobacco products",100071,100071,0,78219,78219
2008,"Estonia","57","Textiles and clothing",19616,19616,0,7284,7284
2008,"Estonia","59","Sawmill products",229998,229998,0,161030,161030
2008,"Estonia","60","Pulp and paper",1506954,1506954,0,1212564,1212564
2008,"Estonia","62","Coke oven products",106366,106366,0,95866,95866
2008,"Estonia","63","Refined petroleum products",36404452,36404452,0,33695622,33648428
2008,"Estonia","64","Nitrogenous fertilizers",183023,183023,0,186264,186264
2008,"Estonia","65_70","Aggregate (see variable gloria_sector)",187294,187294,0,170994,170994
