"year","country","gloria_sector","gloria_sector_name","allocatedFree","allocatedTotal","allocated10c","verified","surrendered"
2005,"Finland","47","Cereal products",0,0,0,0,0
2005,"Finland","48_49","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Finland","50","Food products and feeds n.e.c.",82432,82432,0,66245,66245
2005,"Finland","51","Sugar refining; cocoa, chocolate and confectionery",394255,394255,0,263311,264183
2005,"Finland","52_53","Aggregate (see variable gloria_sector)",142518,142518,0,113214,113214
2005,"Finland","54","Dairy products",209663,209663,0,182997,220699
2005,"Finland","55","Alcoholic and other  beverages",164263,164263,0,123902,158770
2005,"Finland","57","Textiles and clothing",7822,7822,0,5840,5840
2005,"Finland","59","Sawmill products",32442,32442,0,20034,20034
2005,"Finland","60","Pulp and paper",134385,134385,0,116165,31241
2005,"Finland","63","Refined petroleum products",2497238,2497238,0,1848362,1848362
2005,"Finland","65_70","Aggregate (see variable gloria_sector)",223340,223340,0,171400,315030
2005,"Finland","66_67_68_70","Aggregate (see variable gloria_sector)",38270,38270,0,33025,33025
2005,"Finland","69","Pharmaceuticals and medicinal products",108314,108314,0,12932,12932
2005,"Finland","70","Dyes, paints, glues, detergents and other chemical products",313178,313178,0,176399,176399
2005,"Finland","73","Clay building materials",215844,215844,0,164586,246245
2005,"Finland","74","Glass and other ceramics n.e.c.",102839,102839,0,75089,79890
2005,"Finland","75","Cement, lime and plaster products",3516927,3516927,0,2702748,2702748
2005,"Finland","76","Other non-metallic mineral products n.e.c.",330545,330545,0,272162,453012
2005,"Finland","77","Basic iron and steel",136941,136941,0,81455,67369
2005,"Finland","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",136941,136941,0,81455,67369
2005,"Finland","86","Machinery and equipment",35420,35420,0,25900,25900
2005,"Finland","88","Other transport equipment",19621,19621,0,16726,16726
2005,"Finland","93","Electric power generation, transmission and distribution",25914979,25914979,0,18113366,26432239
2005,"Finland","93_94","Aggregate (see variable gloria_sector)",330,330,0,30,30
2005,"Finland","94","Distribution of gaseous fuels through mains",1227920,1227920,0,730995,830339
2005,"Finland","96","Waste collection, treatment, and disposal",1049,1049,0,1094,1094
2005,"Finland","104","Water transport",0,0,0,0,0
2005,"Finland","105","Air transport",0,0,0,0,0
2005,"Finland","111","Information services",0,0,0,0,0
2005,"Finland","118","Human health and social work activities",40030,40030,0,20792,20792
2005,"France","20","Raising of animals n.e.c.; services to agriculture",0,0,0,0,0
2005,"France","26","Petroleum extraction",0,0,0,0,0
2005,"France","27","Gas extraction",0,0,0,0,0
2005,"France","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","51","Sugar refining; cocoa, chocolate and confectionery",0,0,0,0,0
2005,"France","52_53","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","55","Alcoholic and other  beverages",0,0,0,0,0
2005,"France","59","Sawmill products",0,0,0,0,0
2005,"France","60","Pulp and paper",0,0,0,0,0
2005,"France","63","Refined petroleum products",0,0,0,0,0
2005,"France","64","Nitrogenous fertilizers",0,0,0,0,0
2005,"France","66","Basic petrochemical products",0,0,0,0,0
2005,"France","66_67_68_70","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","69","Pharmaceuticals and medicinal products",0,0,0,0,0
2005,"France","71","Rubber products",0,0,0,0,0
2005,"France","73","Clay building materials",0,0,0,0,0
2005,"France","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","74","Glass and other ceramics n.e.c.",0,0,0,0,0
2005,"France","74_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","75","Cement, lime and plaster products",0,0,0,0,0
2005,"France","76","Other non-metallic mineral products n.e.c.",0,0,0,0,0
2005,"France","77","Basic iron and steel",0,0,0,0,0
2005,"France","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","86","Machinery and equipment",0,0,0,0,0
2005,"France","87","Motor vehicles, trailers and semi-trailers",0,0,0,0,0
2005,"France","88","Other transport equipment",0,0,0,0,0
2005,"France","89","Repair and installation of machinery and equipment (service)",0,0,0,0,0
2005,"France","91","Electrical equipment",0,0,0,0,0
2005,"France","92","Furniture and other manufacturing n.e.c",0,0,0,0,0
2005,"France","93","Electric power generation, transmission and distribution",0,0,0,0,0
2005,"France","93_94","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"France","94","Distribution of gaseous fuels through mains",0,0,0,0,0
2005,"France","104","Water transport",0,0,0,0,0
2005,"France","105","Air transport",0,0,0,0,0
2005,"France","111","Information services",0,0,0,0,0
2005,"Germany","6_7","Aggregate (see variable gloria_sector)",75363,75363,0,61546,61546
2005,"Germany","10","Growing crops n.e.c.",0,0,0,0,0
2005,"Germany","12","Growing fruits and nuts",0,0,0,0,0
2005,"Germany","15","Seeds and plant propagation",0,0,0,0,0
2005,"Germany","26","Petroleum extraction",556170,556170,0,481860,481860
2005,"Germany","27","Gas extraction",2143190,2143190,0,2106112,2106112
2005,"Germany","39","Extraction of salt",611553,611553,0,555452,555452
2005,"Germany","40","Mining and quarrying n.e.c.; services to mining",0,0,0,0,0
2005,"Germany","41_42_43_44_45","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Germany","47","Cereal products",784405,784405,0,712215,712215
2005,"Germany","48_49","Aggregate (see variable gloria_sector)",217942,217942,0,202872,202872
2005,"Germany","50","Food products and feeds n.e.c.",118945,118945,0,93393,93393
2005,"Germany","51","Sugar refining; cocoa, chocolate and confectionery",499063,499063,0,351847,351847
2005,"Germany","52_53","Aggregate (see variable gloria_sector)",547881,547881,0,484975,484975
2005,"Germany","54","Dairy products",534319,534319,0,451524,451524
2005,"Germany","55","Alcoholic and other  beverages",163974,163974,0,132507,132507
2005,"Germany","56","Tobacco products",0,0,0,0,0
2005,"Germany","57","Textiles and clothing",135982,135982,0,114488,114488
2005,"Germany","60","Pulp and paper",2091805,2091805,0,1818128,1818128
2005,"Germany","63","Refined petroleum products",27289736,27289736,0,24237350,24237350
2005,"Germany","64","Nitrogenous fertilizers",1514163,1514163,0,1269863,1269863
2005,"Germany","65_70","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Germany","66","Basic petrochemical products",637132,637132,0,498244,498244
2005,"Germany","66_67_68_70","Aggregate (see variable gloria_sector)",5884050,5884050,0,4833474,4836520
2005,"Germany","69","Pharmaceuticals and medicinal products",304248,304248,0,151812,151812
2005,"Germany","70","Dyes, paints, glues, detergents and other chemical products",388328,388328,0,319495,319495
2005,"Germany","71","Rubber products",0,0,0,0,0
2005,"Germany","72","Plastic products",0,0,0,0,0
2005,"Germany","73","Clay building materials",57325,57325,0,57192,57192
2005,"Germany","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Germany","74","Glass and other ceramics n.e.c.",627816,627816,0,621162,621162
2005,"Germany","74_76","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Germany","75","Cement, lime and plaster products",813251,813251,0,644258,644258
2005,"Germany","76","Other non-metallic mineral products n.e.c.",154602,154602,0,154500,154500
2005,"Germany","77","Basic iron and steel",10397981,10397981,0,6487333,6487333
2005,"Germany","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",10397981,10397981,0,6487333,6487333
2005,"Germany","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",164170,164170,0,149746,149746
2005,"Germany","87","Motor vehicles, trailers and semi-trailers",0,0,0,0,0
2005,"Germany","88","Other transport equipment",0,0,0,0,0
2005,"Germany","89","Repair and installation of machinery and equipment (service)",48752,48752,0,48900,48900
2005,"Germany","90","Computers; electronic products; optical and precision instruments",0,0,0,0,0
2005,"Germany","93","Electric power generation, transmission and distribution",23626482,23626482,0,21620427,21620427
2005,"Germany","93_94","Aggregate (see variable gloria_sector)",17496122,17496122,0,21876634,21876634
2005,"Germany","94","Distribution of gaseous fuels through mains",6915240,6915240,0,6211446,6211446
2005,"Germany","97","Materials recovery",0,0,0,0,0
2005,"Germany","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,0
2005,"Germany","103","Transport via pipeline",0,0,0,0,0
2005,"Germany","104","Water transport",0,0,0,0,0
2005,"Germany","105","Air transport",0,0,0,0,0
2005,"Germany","106","Services to transport",59004,59004,0,58802,58802
2005,"Germany","110","Telecommunications",0,0,0,0,0
2005,"Germany","111","Information services",0,0,0,0,0
2005,"Germany","116","Government; social security; defence; public order",0,0,0,0,0
2005,"Germany","117","Education",49242,49242,0,37795,37795
2005,"Germany","118","Human health and social work activities",246946,246946,0,213744,213744
2005,"Greece","20","Raising of animals n.e.c.; services to agriculture",1505,1505,0,1827,0
2005,"Greece","26","Petroleum extraction",488812,488812,0,685040,650870
2005,"Greece","27","Gas extraction",769640,769640,0,828588,828588
2005,"Greece","41_42_43_44_45","Aggregate (see variable gloria_sector)",67895,67895,0,68725,5444
2005,"Greece","46","Fish products",17724,17724,0,18596,0
2005,"Greece","47","Cereal products",221006,221006,0,311598,157029
2005,"Greece","48_49","Aggregate (see variable gloria_sector)",195273,195273,0,177183,7154
2005,"Greece","50","Food products and feeds n.e.c.",125967,125967,0,119518,7721
2005,"Greece","50_51","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Greece","51","Sugar refining; cocoa, chocolate and confectionery",1178572,1178572,0,1481175,0
2005,"Greece","52_53","Aggregate (see variable gloria_sector)",229668,229668,0,192801,0
2005,"Greece","54","Dairy products",125868,125868,0,124152,36698
2005,"Greece","55","Alcoholic and other  beverages",165387,165387,0,142678,21324
2005,"Greece","57","Textiles and clothing",928998,928998,0,731130,247543
2005,"Greece","58","Leather and footwear",0,0,0,0,0
2005,"Greece","59","Sawmill products",30549,30549,0,18464,18464
2005,"Greece","60","Pulp and paper",4802082,4802082,0,4919106,798407
2005,"Greece","61","Printing",57509,57509,0,56790,36857
2005,"Greece","62","Coke oven products",325144,325144,0,323548,0
2005,"Greece","63","Refined petroleum products",48905076,48905076,0,48068520,13937594
2005,"Greece","64","Nitrogenous fertilizers",199227,199227,0,199234,199227
2005,"Greece","65_70","Aggregate (see variable gloria_sector)",55076,55076,0,55788,0
2005,"Greece","66","Basic petrochemical products",152717,152717,0,185435,83283
2005,"Greece","66_67_68_70","Aggregate (see variable gloria_sector)",3819072,3819072,0,3561859,2774765
2005,"Greece","69","Pharmaceuticals and medicinal products",505058,505058,0,375312,222020
2005,"Greece","70","Dyes, paints, glues, detergents and other chemical products",254931,254931,0,251466,194908
2005,"Greece","71","Rubber products",240837,240837,0,239791,121951
2005,"Greece","72","Plastic products",108113,108113,0,108217,23435
2005,"Greece","73","Clay building materials",455386,455386,0,455205,88610
2005,"Greece","73_74_75_76","Aggregate (see variable gloria_sector)",106832,106832,0,106539,26031
2005,"Greece","74","Glass and other ceramics n.e.c.",3004829,3004829,0,2995722,1050386
2005,"Greece","74_76","Aggregate (see variable gloria_sector)",106832,106832,0,106539,26031
2005,"Greece","75","Cement, lime and plaster products",28847371,28847371,0,30275532,11209801
2005,"Greece","76","Other non-metallic mineral products n.e.c.",172150,172150,0,138351,122322
2005,"Greece","77","Basic iron and steel",14849761,14849761,0,13924849,11656704
2005,"Greece","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",14837377,14837377,0,13911801,11656704
2005,"Greece","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,0,0
2005,"Greece","85","Fabricated metal products",16966,16966,0,19938,0
2005,"Greece","86","Machinery and equipment",122677,122677,0,110469,24417
2005,"Greece","87","Motor vehicles, trailers and semi-trailers",107564,107564,0,70675,28080
2005,"Greece","88","Other transport equipment",152664,152664,0,172886,9960
2005,"Greece","89","Repair and installation of machinery and equipment (service)",13724,13724,0,16513,0
2005,"Greece","90","Computers; electronic products; optical and precision instruments",80673,80673,0,83515,0
2005,"Greece","91","Electrical equipment",23577,23577,0,25461,8848
2005,"Greece","92","Furniture and other manufacturing n.e.c",1035,1035,0,276,0
2005,"Greece","93","Electric power generation, transmission and distribution",125023444,125023444,0,135137848,50451294
2005,"Greece","93_94","Aggregate (see variable gloria_sector)",1193649,1193649,0,1205583,1014911
2005,"Greece","94","Distribution of gaseous fuels through mains",4652419,4652419,0,4644595,2499157
2005,"Greece","96","Waste collection, treatment, and disposal",293548,293548,0,115513,99729
2005,"Greece","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",12206,12206,0,12400,0
2005,"Greece","102","Rail transport",3786,3786,0,4336,0
2005,"Greece","103","Transport via pipeline",1408156,1408156,0,1590528,1511886
2005,"Greece","104","Water transport",0,0,0,0,0
2005,"Greece","105","Air transport",0,0,0,0,0
2005,"Greece","106","Services to transport",31099,31099,0,47692,12281
2005,"Greece","107","Postal and courier services",14078,14078,0,11784,0
2005,"Greece","108","Hospitality",12632,12632,0,14376,0
2005,"Greece","109","Publishing",0,0,0,0,0
2005,"Greece","111","Information services",0,0,0,0,0
2005,"Greece","115","Administrative services",17018,17018,0,19695,0
2005,"Greece","118","Human health and social work activities",57850,57850,0,89068,0
2005,"Hungary","24","Hard coal",31102,31102,0,33104,33104
2005,"Hungary","26","Petroleum extraction",431626,431626,0,404022,404022
2005,"Hungary","28","Iron ores",710852,710852,0,534046,534046
2005,"Hungary","37","Quarrying of stone, sand and clay",31816,31816,0,19822,19822
2005,"Hungary","40","Mining and quarrying n.e.c.; services to mining",28706,28706,0,37656,37656
2005,"Hungary","41_42_43_44_45","Aggregate (see variable gloria_sector)",10262,10262,0,7735,7735
2005,"Hungary","47","Cereal products",426286,426286,0,361197,50430
2005,"Hungary","48_49","Aggregate (see variable gloria_sector)",238975,238975,0,245733,209723
2005,"Hungary","50","Food products and feeds n.e.c.",133016,133016,0,129677,90951
2005,"Hungary","51","Sugar refining; cocoa, chocolate and confectionery",1797596,1797596,0,1739825,1740449
2005,"Hungary","52_53","Aggregate (see variable gloria_sector)",216573,216573,0,215129,193593
2005,"Hungary","54","Dairy products",264157,264157,0,237189,237189
2005,"Hungary","55","Alcoholic and other  beverages",211461,211461,0,210801,222779
2005,"Hungary","57","Textiles and clothing",300896,300896,0,256076,217642
2005,"Hungary","59","Sawmill products",596867,596867,0,228293,232928
2005,"Hungary","60","Pulp and paper",8388028,8388028,0,6138949,6157088
2005,"Hungary","61","Printing",32765,32765,0,31075,31075
2005,"Hungary","62","Coke oven products",7196240,7196240,0,5878270,5948084
2005,"Hungary","63","Refined petroleum products",47578328,47578328,0,49291768,49019714
2005,"Hungary","64","Nitrogenous fertilizers",272637,272637,0,268412,268412
2005,"Hungary","65_70","Aggregate (see variable gloria_sector)",33751,33751,0,35759,35759
2005,"Hungary","66","Basic petrochemical products",74507,74507,0,50279,50279
2005,"Hungary","66_67_68_70","Aggregate (see variable gloria_sector)",2394828,2394828,0,2291499,2168478
2005,"Hungary","69","Pharmaceuticals and medicinal products",418586,418586,0,278028,252964
2005,"Hungary","70","Dyes, paints, glues, detergents and other chemical products",187161,187161,0,151477,139388
2005,"Hungary","71","Rubber products",198421,198421,0,193034,193036
2005,"Hungary","72","Plastic products",40858,40858,0,29839,29839
